"age","chronicCondition","state","prevalence","gender","year"
"All","Autism Spectrum Disorders","Arkansas ",0.07,"Male","2008"
"All","Autism Spectrum Disorders","California ",0.11,"Male","2008"
"All","Autism Spectrum Disorders","Colorado ",0.09,"Male","2008"
"All","Autism Spectrum Disorders","Connecticut ",0.26,"Male","2008"
"All","Autism Spectrum Disorders","Delaware ",0.12,"Male","2008"
"All","Autism Spectrum Disorders","District of Columbia ",NA,"Male","2008"
"All","Autism Spectrum Disorders","Florida ",0.06,"Male","2008"
"All","Autism Spectrum Disorders","Georgia ",0.07,"Male","2008"
"All","Autism Spectrum Disorders","Hawaii ",0.09,"Male","2008"
"All","Autism Spectrum Disorders","Idaho ",0.14,"Male","2008"
"All","Autism Spectrum Disorders","Illinois ",0.14,"Male","2008"
"All","Autism Spectrum Disorders","Indiana ",0.16,"Male","2008"
"All","Autism Spectrum Disorders","Iowa ",0.18,"Male","2008"
"All","Autism Spectrum Disorders","Kansas ",0.18,"Male","2008"
"All","Autism Spectrum Disorders","Kentucky ",0.08,"Male","2008"
"All","Autism Spectrum Disorders","Louisiana ",0.1,"Male","2008"
"All","Autism Spectrum Disorders","Maine ",0.2,"Male","2008"
"All","Autism Spectrum Disorders","Maryland ",0.12,"Male","2008"
"All","Autism Spectrum Disorders","Massachusetts ",0.27,"Male","2008"
"All","Autism Spectrum Disorders","Michigan ",0.15,"Male","2008"
"All","Autism Spectrum Disorders","Minnesota ",0.31,"Male","2008"
"All","Autism Spectrum Disorders","Mississippi ",0.05,"Male","2008"
"All","Autism Spectrum Disorders","Missouri ",0.17,"Male","2008"
"All","Autism Spectrum Disorders","Montana ",0.15,"Male","2008"
"All","Autism Spectrum Disorders","Nebraska ",0.14,"Male","2008"
"All","Autism Spectrum Disorders","Nevada ",0.06,"Male","2008"
"All","Autism Spectrum Disorders","New Hampshire ",0.15,"Male","2008"
"All","Autism Spectrum Disorders","New Jersey ",0.22,"Male","2008"
"All","Autism Spectrum Disorders","New Mexico ",0.11,"Male","2008"
"All","Autism Spectrum Disorders","New York ",0.3,"Male","2008"
"All","Autism Spectrum Disorders","North Carolina ",0.13,"Male","2008"
"All","Autism Spectrum Disorders","North Dakota ",0.15,"Male","2008"
"All","Autism Spectrum Disorders","Ohio ",0.14,"Male","2008"
"All","Autism Spectrum Disorders","Oklahoma ",0.08,"Male","2008"
"All","Autism Spectrum Disorders","Oregon ",0.14,"Male","2008"
"All","Autism Spectrum Disorders","Pennsylvania ",0.14,"Male","2008"
"All","Autism Spectrum Disorders","Puerto Rico ",NA,"Male","2008"
"All","Autism Spectrum Disorders","Rhode Island ",0.18,"Male","2008"
"All","Autism Spectrum Disorders","South Carolina ",0.1,"Male","2008"
"All","Autism Spectrum Disorders","South Dakota ",0.18,"Male","2008"
"All","Autism Spectrum Disorders","Tennessee ",0.09,"Male","2008"
"All","Autism Spectrum Disorders","Texas ",0.09,"Male","2008"
"All","Autism Spectrum Disorders","Utah ",0.21,"Male","2008"
"All","Autism Spectrum Disorders","Vermont ",0.16,"Male","2008"
"All","Autism Spectrum Disorders","Virgin Islands ",NA,"Male","2008"
"All","Autism Spectrum Disorders","Virginia ",0.11,"Male","2008"
"All","Autism Spectrum Disorders","Washington ",0.12,"Male","2008"
"All","Autism Spectrum Disorders","West Virginia ",0.12,"Male","2008"
"All","Autism Spectrum Disorders","Wisconsin ",0.25,"Male","2008"
"All","Autism Spectrum Disorders","Wyoming ",0.09,"Male","2008"
"All","Autism Spectrum Disorders","Unknown ",NA,"Male","2008"
"All","COPD","National ",11.64,"Male","2008"
"All","COPD","Alabama ",13.62,"Male","2008"
"All","COPD","Alaska ",8.49,"Male","2008"
"All","COPD","Arizona ",9.8,"Male","2008"
"All","COPD","Arkansas ",11.84,"Male","2008"
"All","COPD","California ",9.87,"Male","2008"
"All","COPD","Colorado ",10.03,"Male","2008"
"All","COPD","Connecticut ",10.85,"Male","2008"
"All","COPD","Delaware ",11.1,"Male","2008"
"All","COPD","District of Columbia ",6.62,"Male","2008"
"All","COPD","Florida ",13.36,"Male","2008"
"All","COPD","Georgia ",12.14,"Male","2008"
"All","COPD","Hawaii ",7.52,"Male","2008"
"All","COPD","Idaho ",8.96,"Male","2008"
"All","COPD","Illinois ",11.48,"Male","2008"
"All","COPD","Indiana ",13.61,"Male","2008"
"All","COPD","Iowa ",12.02,"Male","2008"
"All","COPD","Kansas ",12.04,"Male","2008"
"All","COPD","Kentucky ",16.18,"Male","2008"
"All","COPD","Louisiana ",12.21,"Male","2008"
"All","COPD","Maine ",12.38,"Male","2008"
"All","COPD","Maryland ",10.16,"Male","2008"
"All","COPD","Massachusetts ",10.91,"Male","2008"
"All","COPD","Michigan ",14.1,"Male","2008"
"All","COPD","Minnesota ",7.43,"Male","2008"
"All","COPD","Mississippi ",12.12,"Male","2008"
"All","COPD","Missouri ",13.66,"Male","2008"
"All","COPD","Montana ",10.26,"Male","2008"
"All","COPD","Nebraska ",11.48,"Male","2008"
"All","COPD","Nevada ",10.98,"Male","2008"
"All","COPD","New Hampshire ",10.8,"Male","2008"
"All","COPD","New Jersey ",11.79,"Male","2008"
"All","COPD","New Mexico ",9.64,"Male","2008"
"All","COPD","New York ",11.11,"Male","2008"
"All","COPD","North Carolina ",11.3,"Male","2008"
"All","COPD","North Dakota ",11.35,"Male","2008"
"All","COPD","Ohio ",13.31,"Male","2008"
"All","COPD","Oklahoma ",13.41,"Male","2008"
"All","COPD","Oregon ",8.44,"Male","2008"
"All","COPD","Pennsylvania ",12.37,"Male","2008"
"All","COPD","Puerto Rico ",6.02,"Male","2008"
"All","COPD","Rhode Island ",11.35,"Male","2008"
"All","COPD","South Carolina ",11.28,"Male","2008"
"All","COPD","South Dakota ",10.88,"Male","2008"
"All","COPD","Tennessee ",14.73,"Male","2008"
"All","COPD","Texas ",11.36,"Male","2008"
"All","COPD","Utah ",6.45,"Male","2008"
"All","COPD","Vermont ",10.38,"Male","2008"
"All","COPD","Virgin Islands ",1.36,"Male","2008"
"All","COPD","Virginia ",10.65,"Male","2008"
"All","COPD","Washington ",8.64,"Male","2008"
"All","COPD","West Virginia ",15.72,"Male","2008"
"All","COPD","Wisconsin ",9.34,"Male","2008"
"All","COPD","Wyoming ",11.15,"Male","2008"
"All","COPD","Unknown ",3.28,"Male","2008"
"All","Cancer","National ",9.3,"Male","2008"
"All","Cancer","Alabama ",8.47,"Male","2008"
"All","Cancer","Alaska ",7.11,"Male","2008"
"All","Cancer","Arizona ",9.25,"Male","2008"
"All","Cancer","Arkansas ",8.2,"Male","2008"
"All","Cancer","California ",8.27,"Male","2008"
"All","Cancer","Colorado ",8.51,"Male","2008"
"All","Cancer","Connecticut ",10.49,"Male","2008"
"All","Cancer","Delaware ",11.09,"Male","2008"
"All","Cancer","District of Columbia ",10.02,"Male","2008"
"All","Cancer","Florida ",11.63,"Male","2008"
"All","Cancer","Georgia ",8.95,"Male","2008"
"All","Cancer","Hawaii ",8.08,"Male","2008"
"All","Cancer","Idaho ",8.2,"Male","2008"
"All","Cancer","Illinois ",9.86,"Male","2008"
"All","Cancer","Indiana ",8.94,"Male","2008"
"All","Cancer","Iowa ",8.63,"Male","2008"
"All","Cancer","Kansas ",9.82,"Male","2008"
"All","Cancer","Kentucky ",7.63,"Male","2008"
"All","Cancer","Louisiana ",8.57,"Male","2008"
"All","Cancer","Maine ",8.8,"Male","2008"
"All","Cancer","Maryland ",10.55,"Male","2008"
"All","Cancer","Massachusetts ",10.31,"Male","2008"
"All","Cancer","Michigan ",9.87,"Male","2008"
"All","Cancer","Minnesota ",9.06,"Male","2008"
"All","Cancer","Mississippi ",8.28,"Male","2008"
"All","Cancer","Missouri ",8.91,"Male","2008"
"All","Cancer","Montana ",8.96,"Male","2008"
"All","Cancer","Nebraska ",9.73,"Male","2008"
"All","Cancer","Nevada ",8.21,"Male","2008"
"All","Cancer","New Hampshire ",9.13,"Male","2008"
"All","Cancer","New Jersey ",11.67,"Male","2008"
"All","Cancer","New Mexico ",6.93,"Male","2008"
"All","Cancer","New York ",10.2,"Male","2008"
"All","Cancer","North Carolina ",9.19,"Male","2008"
"All","Cancer","North Dakota ",10.3,"Male","2008"
"All","Cancer","Ohio ",9.41,"Male","2008"
"All","Cancer","Oklahoma ",8.1,"Male","2008"
"All","Cancer","Oregon ",8.11,"Male","2008"
"All","Cancer","Pennsylvania ",10.81,"Male","2008"
"All","Cancer","Puerto Rico ",10.31,"Male","2008"
"All","Cancer","Rhode Island ",10.4,"Male","2008"
"All","Cancer","South Carolina ",9.34,"Male","2008"
"All","Cancer","South Dakota ",9.61,"Male","2008"
"All","Cancer","Tennessee ",8.05,"Male","2008"
"All","Cancer","Texas ",8.31,"Male","2008"
"All","Cancer","Utah ",7.63,"Male","2008"
"All","Cancer","Vermont ",8.7,"Male","2008"
"All","Cancer","Virgin Islands ",9.33,"Male","2008"
"All","Cancer","Virginia ",9.25,"Male","2008"
"All","Cancer","Washington ",8.11,"Male","2008"
"All","Cancer","West Virginia ",6.89,"Male","2008"
"All","Cancer","Wisconsin ",8.98,"Male","2008"
"All","Cancer","Wyoming ",8.08,"Male","2008"
"All","Cancer","Unknown ",3.15,"Male","2008"
"All","Chronic Kidney Disease","National ",13.59,"Male","2008"
"All","Chronic Kidney Disease","Alabama ",13,"Male","2008"
"All","Chronic Kidney Disease","Alaska ",9.49,"Male","2008"
"All","Chronic Kidney Disease","Arizona ",13.06,"Male","2008"
"All","Chronic Kidney Disease","Arkansas ",10.09,"Male","2008"
"All","Chronic Kidney Disease","California ",13.26,"Male","2008"
"All","Chronic Kidney Disease","Colorado ",11.2,"Male","2008"
"All","Chronic Kidney Disease","Connecticut ",14.45,"Male","2008"
"All","Chronic Kidney Disease","Delaware ",15.01,"Male","2008"
"All","Chronic Kidney Disease","District of Columbia ",15.8,"Male","2008"
"All","Chronic Kidney Disease","Florida ",15.2,"Male","2008"
"All","Chronic Kidney Disease","Georgia ",14.97,"Male","2008"
"All","Chronic Kidney Disease","Hawaii ",14.61,"Male","2008"
"All","Chronic Kidney Disease","Idaho ",9.82,"Male","2008"
"All","Chronic Kidney Disease","Illinois ",13.83,"Male","2008"
"All","Chronic Kidney Disease","Indiana ",13.65,"Male","2008"
"All","Chronic Kidney Disease","Iowa ",12.1,"Male","2008"
"All","Chronic Kidney Disease","Kansas ",12.24,"Male","2008"
"All","Chronic Kidney Disease","Kentucky ",12.76,"Male","2008"
"All","Chronic Kidney Disease","Louisiana ",14.26,"Male","2008"
"All","Chronic Kidney Disease","Maine ",12.25,"Male","2008"
"All","Chronic Kidney Disease","Maryland ",15.72,"Male","2008"
"All","Chronic Kidney Disease","Massachusetts ",14.48,"Male","2008"
"All","Chronic Kidney Disease","Michigan ",14.62,"Male","2008"
"All","Chronic Kidney Disease","Minnesota ",11.66,"Male","2008"
"All","Chronic Kidney Disease","Mississippi ",12.13,"Male","2008"
"All","Chronic Kidney Disease","Missouri ",13.43,"Male","2008"
"All","Chronic Kidney Disease","Montana ",9.35,"Male","2008"
"All","Chronic Kidney Disease","Nebraska ",11.58,"Male","2008"
"All","Chronic Kidney Disease","Nevada ",12.92,"Male","2008"
"All","Chronic Kidney Disease","New Hampshire ",11.81,"Male","2008"
"All","Chronic Kidney Disease","New Jersey ",15.53,"Male","2008"
"All","Chronic Kidney Disease","New Mexico ",10.11,"Male","2008"
"All","Chronic Kidney Disease","New York ",14.43,"Male","2008"
"All","Chronic Kidney Disease","North Carolina ",14.03,"Male","2008"
"All","Chronic Kidney Disease","North Dakota ",13.02,"Male","2008"
"All","Chronic Kidney Disease","Ohio ",14.66,"Male","2008"
"All","Chronic Kidney Disease","Oklahoma ",11.15,"Male","2008"
"All","Chronic Kidney Disease","Oregon ",10.57,"Male","2008"
"All","Chronic Kidney Disease","Pennsylvania ",14.58,"Male","2008"
"All","Chronic Kidney Disease","Puerto Rico ",14.14,"Male","2008"
"All","Chronic Kidney Disease","Rhode Island ",13.24,"Male","2008"
"All","Chronic Kidney Disease","South Carolina ",13.6,"Male","2008"
"All","Chronic Kidney Disease","South Dakota ",10.26,"Male","2008"
"All","Chronic Kidney Disease","Tennessee ",13.28,"Male","2008"
"All","Chronic Kidney Disease","Texas ",13.96,"Male","2008"
"All","Chronic Kidney Disease","Utah ",10.83,"Male","2008"
"All","Chronic Kidney Disease","Vermont ",9.44,"Male","2008"
"All","Chronic Kidney Disease","Virgin Islands ",7.01,"Male","2008"
"All","Chronic Kidney Disease","Virginia ",13.82,"Male","2008"
"All","Chronic Kidney Disease","Washington ",11.5,"Male","2008"
"All","Chronic Kidney Disease","West Virginia ",12.36,"Male","2008"
"All","Chronic Kidney Disease","Wisconsin ",13.72,"Male","2008"
"All","Chronic Kidney Disease","Wyoming ",7.98,"Male","2008"
"All","Chronic Kidney Disease","Unknown ",5.91,"Male","2008"
"All","Depression ","National ",9.18,"Male","2008"
"All","Depression ","Alabama ",7.2,"Male","2008"
"All","Depression ","Alaska ",6.48,"Male","2008"
"All","Depression ","Arizona ",6.35,"Male","2008"
"All","Depression ","Arkansas ",8.22,"Male","2008"
"All","Depression ","California ",8.11,"Male","2008"
"All","Depression ","Colorado ",8.23,"Male","2008"
"All","Depression ","Connecticut ",10.04,"Male","2008"
"All","Depression ","Delaware ",7.82,"Male","2008"
"All","Depression ","District of Columbia ",6.59,"Male","2008"
"All","Depression ","Florida ",9.74,"Male","2008"
"All","Depression ","Georgia ",8.13,"Male","2008"
"All","Depression ","Hawaii ",5.71,"Male","2008"
"All","Depression ","Idaho ",8.63,"Male","2008"
"All","Depression ","Illinois ",9.13,"Male","2008"
"All","Depression ","Indiana ",9.01,"Male","2008"
"All","Depression ","Iowa ",9.4,"Male","2008"
"All","Depression ","Kansas ",9.42,"Male","2008"
"All","Depression ","Kentucky ",10.18,"Male","2008"
"All","Depression ","Louisiana ",9.45,"Male","2008"
"All","Depression ","Maine ",13.81,"Male","2008"
"All","Depression ","Maryland ",8.37,"Male","2008"
"All","Depression ","Massachusetts ",14,"Male","2008"
"All","Depression ","Michigan ",9.83,"Male","2008"
"All","Depression ","Minnesota ",10.54,"Male","2008"
"All","Depression ","Mississippi ",8.18,"Male","2008"
"All","Depression ","Missouri ",11.14,"Male","2008"
"All","Depression ","Montana ",8.53,"Male","2008"
"All","Depression ","Nebraska ",8.58,"Male","2008"
"All","Depression ","Nevada ",6.5,"Male","2008"
"All","Depression ","New Hampshire ",11.46,"Male","2008"
"All","Depression ","New Jersey ",8.12,"Male","2008"
"All","Depression ","New Mexico ",8.33,"Male","2008"
"All","Depression ","New York ",9.38,"Male","2008"
"All","Depression ","North Carolina ",8.49,"Male","2008"
"All","Depression ","North Dakota ",10.06,"Male","2008"
"All","Depression ","Ohio ",10.71,"Male","2008"
"All","Depression ","Oklahoma ",9.46,"Male","2008"
"All","Depression ","Oregon ",7.98,"Male","2008"
"All","Depression ","Pennsylvania ",9.89,"Male","2008"
"All","Depression ","Puerto Rico ",8.94,"Male","2008"
"All","Depression ","Rhode Island ",12.54,"Male","2008"
"All","Depression ","South Carolina ",7.21,"Male","2008"
"All","Depression ","South Dakota ",7.77,"Male","2008"
"All","Depression ","Tennessee ",10.25,"Male","2008"
"All","Depression ","Texas ",9.04,"Male","2008"
"All","Depression ","Utah ",9.43,"Male","2008"
"All","Depression ","Vermont ",11.54,"Male","2008"
"All","Depression ","Virgin Islands ",1.22,"Male","2008"
"All","Depression ","Virginia ",8.46,"Male","2008"
"All","Depression ","Washington ",8.65,"Male","2008"
"All","Depression ","West Virginia ",11.65,"Male","2008"
"All","Depression ","Wisconsin ",9.53,"Male","2008"
"All","Depression ","Wyoming ",6.99,"Male","2008"
"All","Depression ","Unknown ",2.26,"Male","2008"
"All","Diabetes","National ",26.9,"Male","2008"
"All","Diabetes","Alabama ",28.04,"Male","2008"
"All","Diabetes","Alaska ",19.5,"Male","2008"
"All","Diabetes","Arizona ",22.53,"Male","2008"
"All","Diabetes","Arkansas ",23.37,"Male","2008"
"All","Diabetes","California ",26.2,"Male","2008"
"All","Diabetes","Colorado ",18.77,"Male","2008"
"All","Diabetes","Connecticut ",27.37,"Male","2008"
"All","Diabetes","Delaware ",30.85,"Male","2008"
"All","Diabetes","District of Columbia ",24.97,"Male","2008"
"All","Diabetes","Florida ",29.03,"Male","2008"
"All","Diabetes","Georgia ",27.76,"Male","2008"
"All","Diabetes","Hawaii ",28.11,"Male","2008"
"All","Diabetes","Idaho ",21.96,"Male","2008"
"All","Diabetes","Illinois ",27.34,"Male","2008"
"All","Diabetes","Indiana ",28.01,"Male","2008"
"All","Diabetes","Iowa ",24.3,"Male","2008"
"All","Diabetes","Kansas ",24.6,"Male","2008"
"All","Diabetes","Kentucky ",27.46,"Male","2008"
"All","Diabetes","Louisiana ",26.77,"Male","2008"
"All","Diabetes","Maine ",24.35,"Male","2008"
"All","Diabetes","Maryland ",28.48,"Male","2008"
"All","Diabetes","Massachusetts ",25.58,"Male","2008"
"All","Diabetes","Michigan ",30.69,"Male","2008"
"All","Diabetes","Minnesota ",21.27,"Male","2008"
"All","Diabetes","Mississippi ",26.46,"Male","2008"
"All","Diabetes","Missouri ",26.07,"Male","2008"
"All","Diabetes","Montana ",19.28,"Male","2008"
"All","Diabetes","Nebraska ",23.06,"Male","2008"
"All","Diabetes","Nevada ",23.56,"Male","2008"
"All","Diabetes","New Hampshire ",24.4,"Male","2008"
"All","Diabetes","New Jersey ",31.9,"Male","2008"
"All","Diabetes","New Mexico ",22.74,"Male","2008"
"All","Diabetes","New York ",29.89,"Male","2008"
"All","Diabetes","North Carolina ",27.96,"Male","2008"
"All","Diabetes","North Dakota ",24.27,"Male","2008"
"All","Diabetes","Ohio ",28.3,"Male","2008"
"All","Diabetes","Oklahoma ",25.11,"Male","2008"
"All","Diabetes","Oregon ",21.43,"Male","2008"
"All","Diabetes","Pennsylvania ",27.78,"Male","2008"
"All","Diabetes","Puerto Rico ",39.5,"Male","2008"
"All","Diabetes","Rhode Island ",25.31,"Male","2008"
"All","Diabetes","South Carolina ",27.73,"Male","2008"
"All","Diabetes","South Dakota ",21.16,"Male","2008"
"All","Diabetes","Tennessee ",27.55,"Male","2008"
"All","Diabetes","Texas ",27.35,"Male","2008"
"All","Diabetes","Utah ",22.97,"Male","2008"
"All","Diabetes","Vermont ",22.34,"Male","2008"
"All","Diabetes","Virgin Islands ",25.19,"Male","2008"
"All","Diabetes","Virginia ",26.97,"Male","2008"
"All","Diabetes","Washington ",22.33,"Male","2008"
"All","Diabetes","West Virginia ",27.26,"Male","2008"
"All","Diabetes","Wisconsin ",24.26,"Male","2008"
"All","Diabetes","Wyoming ",18.6,"Male","2008"
"All","Diabetes","Unknown ",12.39,"Male","2008"
"All","HIV/AIDS","National ",0.61,"Male","2008"
"All","HIV/AIDS","Alabama ",0.41,"Male","2008"
"All","HIV/AIDS","Alaska ",0.35,"Male","2008"
"All","HIV/AIDS","Arizona ",0.36,"Male","2008"
"All","HIV/AIDS","Arkansas ",0.27,"Male","2008"
"All","HIV/AIDS","California ",1.08,"Male","2008"
"All","HIV/AIDS","Colorado ",0.54,"Male","2008"
"All","HIV/AIDS","Connecticut ",0.59,"Male","2008"
"All","HIV/AIDS","Delaware ",0.8,"Male","2008"
"All","HIV/AIDS","District of Columbia ",3.54,"Male","2008"
"All","HIV/AIDS","Florida ",0.92,"Male","2008"
"All","HIV/AIDS","Georgia ",0.93,"Male","2008"
"All","HIV/AIDS","Hawaii ",0.6,"Male","2008"
"All","HIV/AIDS","Idaho ",0.17,"Male","2008"
"All","HIV/AIDS","Illinois ",0.52,"Male","2008"
"All","HIV/AIDS","Indiana ",0.37,"Male","2008"
"All","HIV/AIDS","Iowa ",0.17,"Male","2008"
"All","HIV/AIDS","Kansas ",0.25,"Male","2008"
"All","HIV/AIDS","Kentucky ",0.26,"Male","2008"
"All","HIV/AIDS","Louisiana ",0.74,"Male","2008"
"All","HIV/AIDS","Maine ",0.3,"Male","2008"
"All","HIV/AIDS","Maryland ",0.92,"Male","2008"
"All","HIV/AIDS","Massachusetts ",0.84,"Male","2008"
"All","HIV/AIDS","Michigan ",0.41,"Male","2008"
"All","HIV/AIDS","Minnesota ",0.34,"Male","2008"
"All","HIV/AIDS","Mississippi ",0.48,"Male","2008"
"All","HIV/AIDS","Missouri ",0.48,"Male","2008"
"All","HIV/AIDS","Montana ",0.18,"Male","2008"
"All","HIV/AIDS","Nebraska ",0.21,"Male","2008"
"All","HIV/AIDS","Nevada ",0.56,"Male","2008"
"All","HIV/AIDS","New Hampshire ",0.26,"Male","2008"
"All","HIV/AIDS","New Jersey ",0.66,"Male","2008"
"All","HIV/AIDS","New Mexico ",0.43,"Male","2008"
"All","HIV/AIDS","New York ",1.08,"Male","2008"
"All","HIV/AIDS","North Carolina ",0.61,"Male","2008"
"All","HIV/AIDS","North Dakota ",0.12,"Male","2008"
"All","HIV/AIDS","Ohio ",0.38,"Male","2008"
"All","HIV/AIDS","Oklahoma ",0.38,"Male","2008"
"All","HIV/AIDS","Oregon ",0.31,"Male","2008"
"All","HIV/AIDS","Pennsylvania ",0.42,"Male","2008"
"All","HIV/AIDS","Puerto Rico ",0.44,"Male","2008"
"All","HIV/AIDS","Rhode Island ",0.74,"Male","2008"
"All","HIV/AIDS","South Carolina ",0.56,"Male","2008"
"All","HIV/AIDS","South Dakota ",0.18,"Male","2008"
"All","HIV/AIDS","Tennessee ",0.46,"Male","2008"
"All","HIV/AIDS","Texas ",0.66,"Male","2008"
"All","HIV/AIDS","Utah ",0.27,"Male","2008"
"All","HIV/AIDS","Vermont ",0.31,"Male","2008"
"All","HIV/AIDS","Virgin Islands ",0.29,"Male","2008"
"All","HIV/AIDS","Virginia ",0.45,"Male","2008"
"All","HIV/AIDS","Washington ",0.52,"Male","2008"
"All","HIV/AIDS","West Virginia ",0.21,"Male","2008"
"All","HIV/AIDS","Wisconsin ",0.27,"Male","2008"
"All","HIV/AIDS","Wyoming ",0.11,"Male","2008"
"All","HIV/AIDS","Unknown ",0.22,"Male","2008"
"All","Heart Failure","National ",16.02,"Male","2008"
"All","Heart Failure","Alabama ",16.92,"Male","2008"
"All","Heart Failure","Alaska ",10.85,"Male","2008"
"All","Heart Failure","Arizona ",12.37,"Male","2008"
"All","Heart Failure","Arkansas ",15.52,"Male","2008"
"All","Heart Failure","California ",15.95,"Male","2008"
"All","Heart Failure","Colorado ",12.03,"Male","2008"
"All","Heart Failure","Connecticut ",16.26,"Male","2008"
"All","Heart Failure","Delaware ",15.9,"Male","2008"
"All","Heart Failure","District of Columbia ",15.36,"Male","2008"
"All","Heart Failure","Florida ",16.83,"Male","2008"
"All","Heart Failure","Georgia ",14.64,"Male","2008"
"All","Heart Failure","Hawaii ",13.16,"Male","2008"
"All","Heart Failure","Idaho ",13.18,"Male","2008"
"All","Heart Failure","Illinois ",17.5,"Male","2008"
"All","Heart Failure","Indiana ",16.9,"Male","2008"
"All","Heart Failure","Iowa ",14.59,"Male","2008"
"All","Heart Failure","Kansas ",15.66,"Male","2008"
"All","Heart Failure","Kentucky ",15.91,"Male","2008"
"All","Heart Failure","Louisiana ",17.22,"Male","2008"
"All","Heart Failure","Maine ",12.89,"Male","2008"
"All","Heart Failure","Maryland ",16.2,"Male","2008"
"All","Heart Failure","Massachusetts ",15.25,"Male","2008"
"All","Heart Failure","Michigan ",18.52,"Male","2008"
"All","Heart Failure","Minnesota ",12.27,"Male","2008"
"All","Heart Failure","Mississippi ",15.92,"Male","2008"
"All","Heart Failure","Missouri ",15.85,"Male","2008"
"All","Heart Failure","Montana ",12.87,"Male","2008"
"All","Heart Failure","Nebraska ",14.92,"Male","2008"
"All","Heart Failure","Nevada ",13.03,"Male","2008"
"All","Heart Failure","New Hampshire ",12.8,"Male","2008"
"All","Heart Failure","New Jersey ",20.65,"Male","2008"
"All","Heart Failure","New Mexico ",12.77,"Male","2008"
"All","Heart Failure","New York ",18.74,"Male","2008"
"All","Heart Failure","North Carolina ",14.02,"Male","2008"
"All","Heart Failure","North Dakota ",15.68,"Male","2008"
"All","Heart Failure","Ohio ",17.03,"Male","2008"
"All","Heart Failure","Oklahoma ",17.43,"Male","2008"
"All","Heart Failure","Oregon ",12.65,"Male","2008"
"All","Heart Failure","Pennsylvania ",17.19,"Male","2008"
"All","Heart Failure","Puerto Rico ",16.28,"Male","2008"
"All","Heart Failure","Rhode Island ",14.39,"Male","2008"
"All","Heart Failure","South Carolina ",14.05,"Male","2008"
"All","Heart Failure","South Dakota ",13.73,"Male","2008"
"All","Heart Failure","Tennessee ",15.79,"Male","2008"
"All","Heart Failure","Texas ",17.47,"Male","2008"
"All","Heart Failure","Utah ",14.66,"Male","2008"
"All","Heart Failure","Vermont ",11.86,"Male","2008"
"All","Heart Failure","Virgin Islands ",8.14,"Male","2008"
"All","Heart Failure","Virginia ",13.94,"Male","2008"
"All","Heart Failure","Washington ",13.12,"Male","2008"
"All","Heart Failure","West Virginia ",14.08,"Male","2008"
"All","Heart Failure","Wisconsin ",14.76,"Male","2008"
"All","Heart Failure","Wyoming ",11.68,"Male","2008"
"All","Heart Failure","Unknown ",5.91,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","National ",0.76,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Alabama ",0.49,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Alaska ",0.95,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Arizona ",0.65,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Arkansas ",0.42,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","California ",1.44,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Colorado ",0.63,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Connecticut ",0.8,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Delaware ",0.86,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","District of Columbia ",NA,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Florida ",0.74,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Georgia ",0.65,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Hawaii ",0.99,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Idaho ",0.49,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Illinois ",0.55,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Indiana ",0.41,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Iowa ",0.32,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Kansas ",0.49,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Kentucky ",0.5,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Louisiana ",1.16,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Maine ",0.56,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Maryland ",0.84,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Massachusetts ",1.43,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Michigan ",0.71,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Minnesota ",0.48,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Mississippi ",0.52,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Missouri ",0.65,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Montana ",0.38,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Nebraska ",0.24,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","Nevada ",0.86,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","New Hampshire ",0.54,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","New Jersey ",0.92,"Male","2008"
"All","Hepatitis (Chronic Viral B & C)","New Mexico ",0.87,"Male","2008"
